team,wyId,wyscout_name,wyscout_fine,wyscout_coarse,sportradar_id,sportradar_name,sportradar_position,sportradar_coarse,match
Csikszereda,1047125,Z. Bödő,CM,MID,sr:player:2841417,"Bodo, Zoltan Efraim",forward,FWD,False
Csikszereda,844699,B. Végh,DM,MID,sr:player:1074432,"Vegh, Bence",midfielder,MID,True
Csikszereda,798561,E. Bakoș,AM,MID,sr:player:2779517,"Bakos, Ervin",midfielder,MID,True
Csikszereda,754380,S. Szilágyi,DM,MID,,,,,False
Csikszereda,602966,A. Csuros,CB,DEF,sr:player:1869980,"Csuros, Attila",midfielder,MID,False
Csikszereda,586805,S. Szalay,W,FWD,sr:player:1641876,"Szalay, Szabolcs",forward,FWD,True
Csikszereda,487329,Anderson Ceará,W,FWD,sr:player:1645448,"Ceara, Anderson",midfielder,MID,False
Csikszereda,104898,P. Gál-Andrezly,FB,DEF,,,,,False
Csikszereda,104842,J. Dolný,ST,FWD,sr:player:116314,"Dolny, Jozef",forward,FWD,True
Csikszereda,75148,M. Eppel,ST,FWD,sr:player:117066,"Eppel, Marton",forward,FWD,True
Csikszereda,74982,J. Ferenczi,FB,DEF,,,,,False
Csikszereda,226046,B. Babati,FB,DEF,,,,,False
Csikszereda,236828,E. Pap,GK,GK,sr:player:283213,"Pap, Eduard Adrian",goalkeeper,GK,True
Csikszereda,239276,J. Hegedűs,CB,DEF,sr:player:286677,"Hegedus, Janos",defender,DEF,True
Csikszereda,263038,S. Veres,CM,MID,sr:player:385988,"Veres, Szilard",midfielder,MID,True
Csikszereda,352143,B. Szabó,AM,MID,,,,,False
Csikszereda,287504,L. Pászka,FB,DEF,sr:player:380560,"Paszka, Lorand",defender,DEF,True
Csikszereda,426372,R. Palmes,CB,DEF,sr:player:969119,"Palmes, Raul",defender,DEF,True
Csikszereda,479620,E. Bloj,FB,DEF,sr:player:1096206,"Bloj, Erwin Szilard",midfielder,MID,False
Csikszereda,759643,S. Dusinszki,AM,MID,sr:player:2548533,"Dusinszki, Szabolcs",midfielder,MID,True
Csikszereda,470748,S. Jebari,W,FWD,sr:player:1044283,"Jebari, Soufiane Jebari",midfielder,MID,False
Csikszereda,474747,M. Čelić,CB,DEF,sr:player:784053,"Celic, Maks Juraj",defender,DEF,True
Csikszereda,1223013,D. Bota,W,FWD,sr:player:3138990,"Bota, Darius",midfielder,MID,False
Csikszereda,649323,Gustavo Cabral,W,FWD,,,,,False
Csikszereda,363588,R. Trif,FB,DEF,sr:player:893752,"Trif, Razvan Alin",midfielder,MID,False
Csikszereda,396846,A. Kabashi,CB,DEF,sr:player:899776,"Kabashi, Arian",defender,DEF,True
Csikszereda,602116,Z. Nagy,ST,FWD,sr:player:154225,"Nagy, Janos",defender,DEF,False
Csikszereda,453653,W. Loeper,W,FWD,,,,,False
Csikszereda,74943,L. Kleinheisler,DM,MID,sr:player:134877,"Kleinheisler, Laszlo",midfielder,MID,True
FC Argeş,1082698,F. Tchassem,ST,FWD,sr:player:2569065,"Tchassem, Franck",forward,FWD,True
FC Argeş,825394,C. Pirvu,W,FWD,sr:player:2490953,"Pirvu, Yanis",forward,FWD,True
FC Argeş,696195,M. Tudose,CB,DEF,sr:player:2121650,"Tudose, Mario",defender,DEF,True
FC Argeş,83983,T. Seto,DM,MID,sr:player:69296,"Seto, Takayuki",midfielder,MID,True
FC Argeş,83736,C. Straton,GK,GK,sr:player:69155,"Straton, Catalin",goalkeeper,GK,True
FC Argeş,80986,V. Raţă,CM,MID,sr:player:98082,"Rata, Vadim",midfielder,MID,True
FC Argeş,83820,D. Lazar,GK,GK,,,,,False
FC Argeş,84477,M. Briceag,FB,DEF,sr:player:131451,"Briceag, Marius",defender,DEF,True
FC Argeş,47583,Guilherme Garutti,CB,DEF,sr:player:2100766,"Garutti, Guilherme",defender,DEF,True
FC Argeş,347148,A. Bettaieb,ST,FWD,sr:player:1827356,"Bettaieb, Adel",forward,FWD,True
FC Argeş,380863,R. Moldoveanu,ST,FWD,sr:player:854064,"Moldoveanu, Robert",forward,FWD,True
FC Argeş,395131,R. Sierra,DM,MID,sr:player:1383037,"Sierra, Rober",midfielder,MID,True
FC Argeş,402458,A. Tofan,FB,DEF,sr:player:892970,"Tofan, Costinel Andrei",defender,DEF,True
FC Argeş,425861,I. Rădescu,CM,MID,sr:player:878608,"Radescu, Ionut",midfielder,MID,True
FC Argeş,519484,Esteban Orozco,CB,DEF,,,,,False
FC Argeş,532611,Ricardo Matos,ST,FWD,sr:player:1297698,"Matos, Ricardo",forward,FWD,True
FC Argeş,539343,J. Blagaić,AM,MID,sr:player:1317290,"Blagaic, Jakov",forward,FWD,False
FC Argeş,542894,L. Sadriu,CB,DEF,sr:player:1382125,"Sadriu, Leard",defender,DEF,True
FC Argeş,576188,F. Borța,FB,DEF,sr:player:1543415,"Borta, Florin",midfielder,MID,False
FC Argeş,95,K. Luckassen,ST,FWD,sr:player:181495,"Luckassen, Kevin",forward,FWD,True
FC Argeş,236811,C. Căbuz,GK,GK,sr:player:279583,"Cabuz, Catalin",goalkeeper,GK,True
FC Argeş,514662,D. Oancea,FB,DEF,sr:player:1096718,"Oancea, Dorinel",defender,DEF,True
FC Argeş,900843,Caio Ferreira,WF,FWD,,,,,False
FC Argeş,399270,C. Micovschi,WB,DEF,sr:player:934768,"Micovschi, Claudiu",forward,FWD,False
U Craiova,905052,D. Matei,WF,FWD,sr:player:2781169,"Matei, David",midfielder,MID,False
U Craiova,892106,L. Băsceanu,W,FWD,sr:player:2639173,"Basceanu, Luca",midfielder,MID,False
U Craiova,745987,J. Badelj,CB,DEF,sr:player:2566817,"Badelj, Juraj",defender,DEF,True
U Craiova,603977,P. Isenko,GK,GK,sr:player:1747813,"Isenko, Pavlo",goalkeeper,GK,True
U Craiova,528190,Ş. Baiaram,ST,FWD,sr:player:1721980,"Baiaram, Stefan",forward,FWD,True
U Craiova,83966,S. Lung,GK,GK,sr:player:44556,"Lung, Silviu",goalkeeper,GK,True
U Craiova,84397,A. Crețu,CM,MID,sr:player:229678,"Cretu, Alexandru",midfielder,MID,True
U Craiova,85276,N. Bancu,WB,DEF,sr:player:199092,"Bancu, Nicusor",defender,DEF,True
U Craiova,235454,L. Houri,WF,FWD,,,,,False
U Craiova,273125,V. Mogoș,CB,DEF,sr:player:369056,"Mogos, Vasile",defender,DEF,True
U Craiova,327219,F. Ștefan,WB,DEF,sr:player:560398,"Stefan, Florin",defender,DEF,True
U Craiova,358660,Samuel Teles,WB,DEF,,,,,False
U Craiova,380866,T. Băluţă,DM,MID,sr:player:857148,"Baluta, Tudor",midfielder,MID,True
U Craiova,397975,L. Popescu,GK,GK,sr:player:898478,"Popescu, Laurentiu",goalkeeper,GK,True
U Craiova,420975,N. Stevanović,CB,DEF,sr:player:969477,"Stevanovic, Nikola",defender,DEF,True
U Craiova,437020,A. Rus,CB,DEF,sr:player:997191,"Rus, Adrian",defender,DEF,True
U Craiova,475721,A. Mekvabishvili,CM,MID,sr:player:1061005,"Mekvabishvili, Anzor",midfielder,MID,True
U Craiova,504570,M. Etim,ST,FWD,,,,,False
U Craiova,512664,O. Romanchuk,CB,DEF,sr:player:1496333,"Romanchuk, Oleksandr",defender,DEF,True
U Craiova,547271,A. Al Hamlawi,ST,FWD,sr:player:1989227,"Al Hamlawi, Assad Al Islam",forward,FWD,True
U Craiova,1018334,D. Barbu,WF,FWD,sr:player:2608255,"Barbu, David",forward,FWD,True
U Craiova,828623,M. Rădulescu,WB,DEF,sr:player:2559429,"Radulescu, Mihnea",forward,FWD,False
U Craiova,286015,A. Cicâldău,CM,MID,sr:player:361160,"Cicaldau, Alexandru",midfielder,MID,True
U Craiova,435748,V. Screciu,CB,DEF,sr:player:993051,"Screciu, Vladimir",midfielder,MID,False
U Craiova,525537,S. Nsimba,ST,FWD,sr:player:2403049,"Nsimba, Steven",forward,FWD,True
U Craiova,655465,C. Mora,WB,DEF,sr:player:2324373,"Mora, Carlos",midfielder,MID,False
Farul Constanţa,1024583,A. Goncear,ST,FWD,sr:player:3120966,"Goncear, Alexandru",,?,False
Farul Constanţa,866833,R. Munteanu,GK,GK,sr:player:2932667,"Munteanu, Rafael",goalkeeper,GK,True
Farul Constanţa,860666,I. Doicaru,WF,FWD,sr:player:2639177,"Doicaru, Iustin",forward,FWD,True
Farul Constanţa,739220,R. Tănasă,WF,FWD,sr:player:2142524,"Tanasa, Razvan Andrei",midfielder,MID,False
Farul Constanţa,690392,Gustavo Marins,CB,DEF,sr:player:2575243,"Marins, Gustavo",defender,DEF,True
Farul Constanţa,645620,E. Rădăslăvescu,CM,MID,sr:player:2229726,"Radaslavescu, Eduard",midfielder,MID,True
Farul Constanţa,618306,V. Dican,DM,MID,sr:player:1839040,"Dican, Victor",defender,DEF,False
Farul Constanţa,603499,A. Ișfan,ST,FWD,sr:player:1719868,"Isfan, Alexandru",midfielder,MID,False
Farul Constanţa,565494,D. Sîrbu,FB,DEF,sr:player:1987883,"Sirbu, Dan",midfielder,MID,False
Farul Constanţa,38598,D. Alibec,ST,FWD,sr:player:44417,"Alibec, Denis",forward,FWD,True
Farul Constanţa,22389,J. Vojtuš,ST,FWD,sr:player:98291,"Vojtus, Jakub",forward,FWD,True
Farul Constanţa,84318,A. Buzbuchi,GK,GK,sr:player:185267,"Buzbuchi, Alexandru",goalkeeper,GK,True
Farul Constanţa,84353,I. Vînă,CM,MID,sr:player:190323,"Vina, Ionut",midfielder,MID,True
Farul Constanţa,84342,B. Țîru,CB,DEF,sr:player:135151,"Tiru, Bogdan",defender,DEF,True
Farul Constanţa,252564,C. Ganea,FB,DEF,sr:player:316433,"Ganea, Cristian",defender,DEF,True
Farul Constanţa,486209,J. Marković,ST,FWD,sr:player:1093970,"Markovic, Jovan",forward,FWD,True
Farul Constanţa,486564,Diogo Ramalho,DM,MID,sr:player:1086718,"Ramalho, Diogo",midfielder,MID,True
Farul Constanţa,535038,L. Pellegrini,FB,DEF,sr:player:1548523,"Pellegrini, Lucas",midfielder,MID,False
Farul Constanţa,543832,N. Grigoryan,WF,FWD,sr:player:1336360,"Grigoryan, Narek",midfielder,MID,False
Farul Constanţa,747238,I. Cojocaru,ST,FWD,sr:player:2229724,"Cojocaru, Ionut",forward,FWD,True
Farul Constanţa,645614,D. Maftei,FB,DEF,sr:player:2779831,"Maftei, David",defender,DEF,True
Farul Constanţa,84325,I. Larie,CB,DEF,sr:player:48051,"Larie, Ionut",defender,DEF,True
Farul Constanţa,84336,G. Iancu,AM,MID,sr:player:149648,"Iancu, Gabriel",forward,FWD,False
Farul Constanţa,136151,B. Nikolov,DM,MID,,,,,False
Farul Constanţa,229125,Steeve Furtado,FB,DEF,sr:player:1243030,"Furtado, Steve",defender,DEF,True
Farul Constanţa,1047256,C. Sima,WF,FWD,sr:player:2883671,"Sima, Cristian",forward,FWD,True
Farul Constanţa,754904,André Seruca,DM,MID,sr:player:2201194,"Seruca, Andre",defender,DEF,False
Unirea Slobozia,845124,A. Dorobanțu,FB,DEF,sr:player:2334379,"Dorobantu, Andrei",midfielder,MID,False
Unirea Slobozia,618368,R. Popa,GK,GK,sr:player:1987877,"Popa, Robert",goalkeeper,GK,True
Unirea Slobozia,564613,T. Lungu,DM,MID,sr:player:573496,"Lungu, Teodor",midfielder,MID,True
Unirea Slobozia,561907,A. Dinu,CB,DEF,sr:player:1417769,"Dinu, Alexandru",midfielder,MID,False
Unirea Slobozia,81100,D. Rusu,GK,GK,sr:player:66034,"Rusu, Denis",goalkeeper,GK,True
Unirea Slobozia,84779,M. Antoche,CB,DEF,sr:player:233758,"Antoche, Marius",midfielder,MID,False
Unirea Slobozia,135924,Cristian Ponde,W,FWD,sr:player:190169,"Ponde, Cristian",forward,FWD,True
Unirea Slobozia,236768,F. Ibrian,FB,DEF,sr:player:300624,"Ibrian, Florinel",defender,DEF,True
Unirea Slobozia,240953,A. Said,ST,FWD,sr:player:287023,"Said, Ahmed",forward,FWD,True
Unirea Slobozia,263024,C. Bărbuţ,AM,MID,sr:player:316441,"Barbut, Cristi Marian",midfielder,MID,True
Unirea Slobozia,302018,A. Albu,CM,MID,sr:player:834619,"Albu, Alexandru",defender,DEF,False
Unirea Slobozia,346531,V. Pop,DM,MID,sr:player:2101578,"Pop, Vlad",midfielder,MID,True
Unirea Slobozia,346555,N. Carnat,AM,MID,sr:player:756360,"Carnat, Nicolae",forward,FWD,False
Unirea Slobozia,404648,G. Dahan,ST,FWD,sr:player:936688,"Dahan, Guy",forward,FWD,True
Unirea Slobozia,406084,D. Yanakov,W,FWD,sr:player:935154,"Yanakov, Denys",forward,FWD,True
Unirea Slobozia,499666,O. Safronov,CB,DEF,sr:player:992343,"Safronov, Oleksandr",defender,DEF,True
Unirea Slobozia,514663,D. Şerbănică,FB,DEF,sr:player:1096682,"Serbanica, Daniel Marius",defender,DEF,True
Unirea Slobozia,518067,I. Coadă,DM,MID,sr:player:1252862,"Coada, Ionut",midfielder,MID,True
Unirea Slobozia,530165,A. Dragu,FB,DEF,sr:player:1320970,"Dragu, Andrei",midfielder,MID,False
Unirea Slobozia,892108,P. Dulcea,AM,MID,,,,,False
Unirea Slobozia,489204,R. Espinosa,ST,FWD,,,,,False
Unirea Slobozia,519484,Esteban Orozco,CB,DEF,,,,,False
Unirea Slobozia,880237,R. Rotund,WF,FWD,sr:player:2639443,"Rotund, Raul",midfielder,MID,False
Unirea Slobozia,731172,C. Afalna,ST,FWD,,,,,False
Unirea Slobozia,682684,R. Negru,FB,DEF,,,,,False
Unirea Slobozia,85338,A. Aganović,AM,MID,,,,,False
Unirea Slobozia,84220,F. Purece,AM,MID,,,,,False
Unirea Slobozia,286014,R. Deaconu,AM,MID,,,,,False
Unirea Slobozia,331434,E. Florescu,AM,MID,,,,,False
Unirea Slobozia,476917,I. Gurău,GK,GK,,,,,False
Unirea Slobozia,512592,V. Hamdiu,DM,MID,,,,,False
Unirea Slobozia,583396,J. Papeau,AM,MID,sr:player:1770236,"Papeau, Jayson",midfielder,MID,True
Unirea Slobozia,492280,J. Jeno,AM,MID,,,,,False
Metaloglobus,882555,A. Irimia,W,FWD,sr:player:2615333,"Irimia, Alexandru",midfielder,MID,False
Metaloglobus,882554,D. Irimia,FB,DEF,sr:player:2615333,"Irimia, Alexandru",midfielder,MID,False
Metaloglobus,858732,A. Gheorghe,DM,MID,sr:player:2592213,"Gheorghe, Alexandru",midfielder,MID,True
Metaloglobus,826254,A. Sîrbu,ST,FWD,,,,,False
Metaloglobus,805767,M. Lis,FB,DEF,sr:player:2289491,"Lis, Laurentiu marian",forward,FWD,False
Metaloglobus,733083,M. Abbey,W,FWD,sr:player:2639439,"Abbey, Moses",midfielder,MID,False
Metaloglobus,707184,R. Milea,CM,MID,,,,,False
Metaloglobus,683516,A. Camara,CB,DEF,sr:player:2639789,"Camara, Aboubacar",defender,DEF,True
Metaloglobus,488648,C. Kouadio,FB,DEF,,,,,False
Metaloglobus,84514,D. Huiban,ST,FWD,sr:player:101897,Dragos Huiban,forward,FWD,True
Metaloglobus,83964,G. Gavrilaş,GK,GK,sr:player:153663,"Gavrilas, George",goalkeeper,GK,True
Metaloglobus,169081,A. Sava,FB,DEF,sr:player:90923,"Sava, Andrei",midfielder,MID,False
Metaloglobus,223105,D. Ubbink,ST,FWD,,,,,False
Metaloglobus,232421,Ely Fernandes,ST,FWD,sr:player:343671,"Fernandes, Ely",forward,FWD,True
Metaloglobus,357952,D. Sabater,DM,MID,sr:player:847306,"Sabater, Damia",midfielder,MID,True
Metaloglobus,407352,O. Pašagić,CB,DEF,sr:player:941306,"Pasagic, Omar",defender,DEF,True
Metaloglobus,507174,R. Neacşu,FB,DEF,sr:player:1136961,"Neacsu, Robert",midfielder,MID,False
Metaloglobus,514666,G. Caramalău,CB,DEF,sr:player:908096,"Caramalau, George",defender,DEF,True
Metaloglobus,1105408,G. Dumitru,CB,DEF,sr:player:2996735,"Dumitru, Gabriel",defender,DEF,True
Metaloglobus,830037,G. Ghimfus,AM,MID,sr:player:2357661,"Ghimfus, Giovani",midfielder,MID,True
Metaloglobus,762964,R. Bădescu,CB,DEF,sr:player:2514089,"Badescu, Robert ,",defender,DEF,True
Metaloglobus,422702,Y. Zakir,W,FWD,sr:player:2199982,"Zakir, Yassine",defender,DEF,False
Metaloglobus,11588,M. Cestor,CB,DEF,sr:player:104579,"Cestor, Mike",defender,DEF,True
Metaloglobus,511014,Bruno Carvalho,DM,MID,,,,,False
Metaloglobus,530669,S. Visic,ST,FWD,sr:player:1035165,"Visic, Stefan",forward,FWD,True
Metaloglobus,541707,M. Toutou Mpondo,ST,FWD,sr:player:1705441,"Toutou Mpondo, Martins Daniel",forward,FWD,True
Metaloglobus,84220,F. Purece,AM,MID,sr:player:87940,"Purece, Florin",midfielder,MID,True
Metaloglobus,734173,T. Aggoun,CB,DEF,,,,,False
Metaloglobus,422535,B. Hadžić,ST,FWD,sr:player:973943,"Hadzic, Benjamin",forward,FWD,True
Metaloglobus,489688,A. Tirlea,FB,DEF,sr:player:1643628,"Tirlea, Alexandru",defender,DEF,True
Metaloglobus,346448,D. Popa,ST,FWD,sr:player:756614,"Popa, Daniel",forward,FWD,True
